"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"6562",0.022,0,0.014,0.822,0.142
"6563",0.092,0,0.15,0.014,0.744
"6564",0.958,0,0,0,0.042
"6565",1,0,0,0,0
"6566",0.73,0,0,0.044,0.226
"6567",0.582,0,0.15,0.126,0.142
"6568",0.982,0,0,0.018,0
"6569",0.006,0,0,0,0.994
"6570",0.998,0,0,0,0.002
"6571",0,0,0,0,1
"6572",0.518,0,0,0.482,0
"6573",0.064,0.004,0,0.042,0.89
"6574",0.98,0,0,0.02,0
"6575",0.17,0,0.014,0.792,0.024
"6576",0.85,0,0,0.054,0.096
"6577",0,0,0,0,1
"6578",0.952,0,0,0.048,0
"6579",1,0,0,0,0
"6580",1,0,0,0,0
"6581",0.12,0,0,0,0.88
"6582",0.03,0,0.436,0.03,0.504
"6583",0.972,0,0,0,0.028
"6584",0.074,0,0,0.47,0.456
"6585",0.96,0,0,0,0.04
"6586",0,0,0.198,0,0.802
"6587",0.346,0,0,0.654,0
"6588",0.074,0,0.006,0.558,0.362
"6589",0.764,0,0,0.074,0.162
"6590",0.864,0,0,0.004,0.132
"6591",0.056,0,0,0,0.944
"6592",1,0,0,0,0
"6593",0.192,0,0,0.808,0
"6594",0.902,0,0,0.088,0.01
"6595",0.986,0,0,0.014,0
"6596",0.056,0,0.018,0.378,0.548
"6597",0.064,0,0,0.586,0.35
"6598",1,0,0,0,0
"6599",0.74,0,0,0.064,0.196
"6600",0,0,0,0,1
"6601",0.076,0,0,0.732,0.192
"6602",0.908,0,0,0.092,0
"6603",0.45,0,0,0.018,0.532
"6604",0.942,0,0,0,0.058
"6605",0,0,0.022,0,0.978
"6606",0.998,0,0,0,0.002
"6607",0.89,0,0,0.102,0.008
"6608",0.994,0,0,0,0.006
"6609",0,0,0,0,1
"6610",0.998,0,0,0,0.002
"6611",0.732,0,0,0.206,0.062
"6612",0.954,0,0,0,0.046
"6613",0,0,0,0,1
"6614",0.444,0,0,0.556,0
"6615",0.98,0,0,0.018,0.002
"6616",1,0,0,0,0
"6617",0.732,0,0,0,0.268
"6618",0.804,0,0,0.098,0.098
"6619",0.074,0,0,0.05,0.876
"6620",0.902,0,0,0,0.098
"6621",0.936,0,0,0,0.064
"6622",1,0,0,0,0
"6623",1,0,0,0,0
"6624",1,0,0,0,0
"6625",0.952,0,0,0.048,0
"6626",0.43,0,0,0.57,0
"6627",0.032,0.066,0.006,0,0.896
"6628",1,0,0,0,0
"6629",0.006,0,0,0,0.994
"6630",0.078,0,0.006,0.016,0.9
"6631",0.988,0,0,0.012,0
"6632",0.7,0,0.008,0.06,0.232
"6633",0.908,0,0,0.092,0
"6634",0.952,0,0,0.048,0
"6635",0.07,0,0.012,0.426,0.492
"6636",0.044,0,0.206,0.022,0.728
"6637",0,0,0,0,1
"6638",0.084,0,0.02,0.094,0.802
"6639",0.628,0,0,0.072,0.3
"6640",0.024,0,0.08,0,0.896
"6641",0,0,0.044,0.002,0.954
"6642",0.05,0,0,0,0.95
"6643",1,0,0,0,0
"6644",0.052,0,0,0,0.948
"6645",1,0,0,0,0
"6646",0.266,0,0,0.734,0
"6647",0.73,0,0,0.044,0.226
"6648",0.076,0,0,0.308,0.616
"6649",0.43,0,0,0.57,0
"6650",0,0,0,0,1
"6651",0.914,0,0,0.006,0.08
"6652",1,0,0,0,0
"6653",0.986,0,0,0.014,0
"6654",1,0,0,0,0
"6655",0.842,0,0,0,0.158
"6656",0.986,0,0,0,0.014
"6657",1,0,0,0,0
"6658",0.91,0,0,0.004,0.086
"6659",0.008,0,0,0,0.992
"6660",0,0,0,0,1
"6661",0.398,0,0,0.602,0
"6662",0.194,0,0,0.796,0.01
"6663",0.696,0,0,0.004,0.3
"6664",0.016,0.008,0.056,0.002,0.918
"6665",0.508,0,0,0.492,0
"6666",0.672,0,0,0.088,0.24
"6667",0,0,0,0,1
"6668",0.998,0,0,0,0.002
"6669",0.998,0,0,0,0.002
"6670",0.056,0,0.004,0.014,0.926
"6671",0.98,0,0,0.018,0.002
"6672",0.004,0.004,0.002,0.03,0.96
"6673",0.852,0,0,0.002,0.146
"6674",0.886,0,0,0,0.114
"6675",0.2,0,0,0.798,0.002
"6676",0.884,0,0,0.116,0
"6677",1,0,0,0,0
"6678",1,0,0,0,0
"6679",0,0,0,0,1
"6680",0.2,0,0,0.8,0
"6681",1,0,0,0,0
"6682",1,0,0,0,0
"6683",0,0,0,0,1
"6684",0.99,0,0,0.004,0.006
"6685",0.244,0,0,0.756,0
"6686",0.864,0,0,0.136,0
"6687",0.078,0,0.002,0.212,0.708
"6688",0.272,0,0,0.728,0
"6689",0.966,0,0,0.034,0
"6690",0.23,0,0.002,0.758,0.01
"6691",0.994,0,0,0,0.006
"6692",0.94,0,0,0.056,0.004
"6693",0.998,0,0,0,0.002
"6694",0.088,0,0.074,0,0.838
"6695",0.026,0,0.012,0.928,0.034
"6696",0.508,0,0,0.492,0
"6697",0,0,0,0,1
"6698",0.05,0,0,0,0.95
"6699",0.076,0,0,0.8,0.124
"6700",0.268,0,0,0,0.732
"6701",1,0,0,0,0
"6702",0.07,0,0.01,0.824,0.096
"6703",0.98,0,0,0.02,0
"6704",0.224,0,0,0.746,0.03
"6705",0.068,0,0,0.388,0.544
"6706",0,0,0,0,1
"6707",0.486,0,0.002,0.088,0.424
"6708",0.96,0,0,0,0.04
"6709",0.776,0,0.006,0.098,0.12
"6710",0.986,0,0,0,0.014
"6711",0.866,0,0,0.134,0
"6712",0.826,0,0,0,0.174
"6713",0.448,0,0,0.552,0
"6714",0.904,0,0,0.002,0.094
"6715",0.236,0,0,0.764,0
"6716",0.742,0,0,0.132,0.126
"6717",0.068,0,0.01,0.052,0.87
"6718",0.896,0,0,0.004,0.1
"6719",0.988,0,0,0.004,0.008
"6720",0.896,0,0,0,0.104
"6721",0.916,0,0,0.084,0
"6722",0.976,0,0,0.012,0.012
"6723",0.614,0,0.08,0.022,0.284
"6724",0.768,0,0.002,0.006,0.224
"6725",0.906,0,0,0,0.094
"6726",0.998,0,0,0,0.002
"6727",0.028,0,0,0,0.972
"6728",0.212,0,0,0.784,0.004
"6729",0.056,0,0,0,0.944
"6730",0.156,0,0,0,0.844
"6731",0.694,0,0,0.09,0.216
"6732",0.224,0,0,0.772,0.004
"6733",0.98,0,0,0.02,0
"6734",0.214,0,0.002,0.78,0.004
"6735",1,0,0,0,0
"6736",0.34,0,0,0.66,0
"6737",0.594,0,0,0.01,0.396
"6738",0.908,0,0,0.092,0
"6739",0.198,0,0,0.802,0
"6740",0.916,0,0,0.084,0
"6741",0.508,0,0,0.492,0
"6742",1,0,0,0,0
"6743",0.98,0,0,0.02,0
"6744",0,0,0,0,1
"6745",0.22,0,0,0.778,0.002
"6746",0,0,0,0,1
"6747",0.076,0,0,0.308,0.616
"6748",0.976,0,0,0.024,0
"6749",0.396,0,0.004,0.6,0
"6750",0.908,0,0,0.092,0
"6751",0,0,0,0,1
"6752",1,0,0,0,0
"6753",0.952,0,0,0.048,0
"6754",0.946,0,0,0,0.054
"6755",0.622,0,0,0.004,0.374
"6756",0.024,0,0.036,0,0.94
"6757",0.09,0.002,0.312,0.106,0.49
"6758",0.96,0,0,0,0.04
"6759",0,0,0.01,0,0.99
"6760",1,0,0,0,0
"6761",0.832,0,0.006,0.14,0.022
"6762",0.888,0,0,0.09,0.022
"6763",0.998,0,0,0,0.002
"6764",0.45,0,0,0.018,0.532
"6765",0.854,0,0,0.098,0.048
"6766",0.022,0,0.008,0.924,0.046
"6767",1,0,0,0,0
"6768",0.018,0,0.034,0.396,0.552
"6769",0.952,0,0,0.048,0
"6770",0.028,0,0.33,0.02,0.622
"6771",0,0,0,0,1
"6772",0.032,0,0.034,0.876,0.058
"6773",0,0,0,0,1
"6774",0.246,0,0.002,0.726,0.026
"6775",0.952,0,0,0.048,0
"6776",0.952,0,0,0.048,0
"6777",1,0,0,0,0
"6778",0.898,0,0,0.086,0.016
"6779",1,0,0,0,0
"6780",0.964,0,0,0.034,0.002
"6781",0.866,0,0,0.134,0
"6782",0.048,0,0.006,0,0.946
"6783",0.068,0,0,0.6,0.332
"6784",1,0,0,0,0
"6785",0.966,0,0,0.034,0
"6786",0,0,0,0,1
"6787",0.98,0,0,0.02,0
"6788",0,0,0,0,1
"6789",0.508,0,0,0.492,0
"6790",0.956,0,0,0.044,0
"6791",0.346,0,0,0.654,0
"6792",0.25,0,0,0.75,0
"6793",0.45,0,0,0.018,0.532
"6794",0,0,0,0,1
"6795",0,0,0,0,1
"6796",0.908,0,0,0,0.092
"6797",1,0,0,0,0
"6798",1,0,0,0,0
"6799",0.888,0,0,0.09,0.022
"6800",0.952,0,0,0.048,0
"6801",0.006,0,0.002,0,0.992
"6802",0.064,0,0.004,0.196,0.736
"6803",0.256,0,0,0.744,0
"6804",0.838,0,0,0.002,0.16
"6805",0.004,0,0.024,0,0.972
"6806",0,0,0,0,1
"6807",0.314,0,0,0.686,0
"6808",1,0,0,0,0
"6809",0.072,0,0,0.026,0.902
"6810",1,0,0,0,0
"6811",0.98,0,0,0.02,0
"6812",0.434,0,0,0.562,0.004
"6813",1,0,0,0,0
"6814",0.056,0.006,0.028,0,0.91
"6815",0.018,0,0.084,0.65,0.248
"6816",0.028,0.028,0,0,0.944
"6817",1,0,0,0,0
"6818",0.966,0,0,0.002,0.032
"6819",0.072,0,0.018,0,0.91
"6820",0,0,0,0,1
"6821",0.91,0,0,0.09,0
"6822",0.77,0,0.002,0.074,0.154
"6823",0.866,0,0,0.134,0
"6824",0,0,0,0,1
"6825",0.98,0,0,0.02,0
"6826",0.96,0,0,0,0.04
"6827",0.044,0,0.008,0,0.948
"6828",0,0,0,0,1
"6829",0.348,0,0,0.652,0
"6830",0.068,0,0,0.054,0.878
"6831",0.982,0,0,0.018,0
"6832",0.056,0,0,0,0.944
"6833",0,0,0,0,1
"6834",0,0,0,0,1
"6835",0.256,0,0,0.744,0
"6836",0.028,0,0,0,0.972
"6837",0.004,0.06,0,0,0.936
"6838",0.882,0,0.018,0.052,0.048
"6839",0.98,0,0,0.02,0
"6840",0.004,0.002,0,0,0.994
"6841",0,0,0,0,1
"6842",0,0.008,0.064,0,0.928
"6843",1,0,0,0,0
"6844",0.784,0,0.006,0.06,0.15
"6845",0.478,0,0.318,0.138,0.066
"6846",0.064,0,0.004,0.196,0.736
"6847",0.89,0.002,0.022,0.042,0.044
"6848",0.96,0,0,0,0.04
"6849",0.296,0,0,0.7,0.004
"6850",0.006,0,0,0,0.994
"6851",0,0.002,0,0,0.998
"6852",0,0,0,0,1
"6853",0.986,0,0,0.014,0
"6854",0.114,0,0,0,0.886
"6855",0.076,0,0,0.732,0.192
"6856",0.982,0,0,0.018,0
"6857",0,0,0.004,0,0.996
"6858",0.224,0,0,0.746,0.03
"6859",0.952,0,0,0.048,0
"6860",0.866,0,0,0.134,0
"6861",1,0,0,0,0
"6862",0.038,0,0.3,0.032,0.63
"6863",0.976,0,0,0.024,0
"6864",1,0,0,0,0
"6865",0.582,0,0,0.002,0.416
"6866",0.04,0.004,0.002,0,0.954
"6867",0.122,0,0.236,0,0.642
"6868",0,0,0,0,1
"6869",0.826,0,0,0,0.174
"6870",0.968,0,0,0,0.032
"6871",0,0.004,0,0,0.996
"6872",0.96,0,0,0,0.04
"6873",0.97,0,0,0.03,0
"6874",0.9,0,0,0,0.1
"6875",0.912,0,0,0.078,0.01
"6876",0.908,0,0,0.092,0
"6877",0.2,0,0,0.8,0
"6878",1,0,0,0,0
"6879",0.198,0,0,0.802,0
"6880",0,0,0,0,1
"6881",0,0,0,0,1
"6882",0.972,0,0,0,0.028
"6883",0.056,0,0,0,0.944
"6884",0.958,0,0,0.042,0
"6885",0,0,0,0,1
"6886",0.508,0,0,0.002,0.49
"6887",0,0,0.008,0,0.992
"6888",1,0,0,0,0
"6889",0.874,0,0,0.03,0.096
"6890",0.412,0,0,0.58,0.008
"6891",0,0,0,0,1
"6892",0.934,0,0,0,0.066
"6893",0.264,0,0,0.726,0.01
"6894",0.912,0,0,0.088,0
"6895",1,0,0,0,0
"6896",1,0,0,0,0
"6897",0.064,0,0,0.586,0.35
"6898",0.02,0,0,0.916,0.064
"6899",0.952,0,0,0.048,0
"6900",0.248,0,0,0.746,0.006
"6901",1,0,0,0,0
"6902",1,0,0,0,0
"6903",1,0,0,0,0
"6904",0,0,0,0,1
"6905",0.216,0,0,0.784,0
"6906",0.03,0,0.014,0.608,0.348
"6907",0.036,0,0,0.008,0.956
"6908",0.98,0,0,0.02,0
"6909",0.978,0,0,0.012,0.01
"6910",0.986,0,0,0.014,0
"6911",0.282,0,0,0.718,0
"6912",0,0,0,0,1
"6913",1,0,0,0,0
"6914",0.056,0,0,0,0.944
"6915",0.14,0,0,0,0.86
"6916",0.508,0,0,0.492,0
"6917",1,0,0,0,0
"6918",0.866,0,0,0.134,0
"6919",0.994,0,0,0,0.006
"6920",0.138,0,0.044,0,0.818
"6921",0.2,0,0.048,0.02,0.732
"6922",0.076,0,0.008,0,0.916
"6923",0.952,0,0,0.048,0
"6924",0.01,0,0,0,0.99
"6925",0.898,0,0.002,0.02,0.08
"6926",1,0,0,0,0
"6927",0.002,0,0.322,0.006,0.67
"6928",1,0,0,0,0
"6929",0.27,0,0,0.73,0
"6930",0.986,0,0,0,0.014
"6931",1,0,0,0,0
"6932",0.346,0,0,0.654,0
"6933",0.034,0.008,0.15,0.02,0.788
"6934",0.996,0,0,0.004,0
"6935",0.608,0,0.004,0.058,0.33
"6936",1,0,0,0,0
"6937",0.984,0,0,0.016,0
"6938",0.764,0,0.002,0.008,0.226
"6939",0.998,0,0,0,0.002
"6940",0.066,0,0.012,0.182,0.74
"6941",0.188,0,0,0.812,0
"6942",1,0,0,0,0
"6943",1,0,0,0,0
"6944",0,0,0,0,1
"6945",0.958,0,0,0,0.042
"6946",0.952,0,0,0.048,0
"6947",0.056,0,0,0,0.944
"6948",0.092,0,0.018,0.012,0.878
"6949",1,0,0,0,0
"6950",0.448,0,0,0.552,0
"6951",0.05,0,0,0,0.95
"6952",1,0,0,0,0
"6953",1,0,0,0,0
"6954",0.586,0,0,0.046,0.368
"6955",0.996,0,0,0,0.004
"6956",0,0,0,0,1
"6957",1,0,0,0,0
"6958",0.396,0,0,0.604,0
"6959",0.766,0,0,0.006,0.228
"6960",0.98,0,0,0.02,0
"6961",0.826,0,0,0,0.174
"6962",0.054,0.006,0,0,0.94
"6963",0.056,0,0,0,0.944
"6964",0.884,0,0,0.116,0
"6965",0.028,0,0,0,0.972
"6966",0.986,0,0,0.014,0
"6967",0.908,0,0,0.092,0
"6968",1,0,0,0,0
"6969",0,0,0,0,1
"6970",0.888,0,0,0,0.112
"6971",0.952,0,0,0.048,0
"6972",0.3,0,0,0.7,0
"6973",0.004,0,0,0,0.996
"6974",0.286,0,0,0.704,0.01
"6975",0,0,0.292,0.004,0.704
"6976",0.974,0,0,0.026,0
"6977",1,0,0,0,0
"6978",0.148,0.016,0.16,0.106,0.57
"6979",0.586,0,0,0.046,0.368
"6980",0.98,0,0,0.02,0
"6981",0.982,0,0,0.018,0
"6982",0.864,0,0,0.136,0
"6983",0.832,0,0,0.01,0.158
"6984",0.986,0,0,0.014,0
"6985",0.254,0,0.322,0.142,0.282
"6986",0.212,0,0,0.788,0
"6987",1,0,0,0,0
"6988",0.998,0,0,0,0.002
"6989",0.89,0,0,0,0.11
"6990",0.864,0,0,0.004,0.132
"6991",0.672,0,0,0.088,0.24
"6992",0.36,0,0,0.638,0.002
"6993",0.952,0,0,0.048,0
"6994",0.98,0,0,0.02,0
"6995",0.016,0,0.014,0.856,0.114
"6996",0.902,0,0,0.05,0.048
"6997",0.034,0.002,0.018,0.008,0.938
"6998",0.022,0,0,0,0.978
"6999",0.214,0,0,0.786,0
"7000",0.904,0,0,0,0.096
"7001",0.992,0,0,0.004,0.004
"7002",0.974,0,0,0,0.026
"7003",0.192,0,0,0.808,0
"7004",0,0,0,0,1
"7005",1,0,0,0,0
"7006",0.022,0,0,0,0.978
"7007",0,0,0,0,1
"7008",0.696,0,0,0.004,0.3
"7009",0.952,0,0,0.048,0
"7010",0.974,0,0,0,0.026
"7011",1,0,0,0,0
"7012",0.138,0,0.044,0,0.818
"7013",0.944,0,0,0,0.056
"7014",1,0,0,0,0
"7015",0.352,0,0,0.648,0
"7016",0.036,0,0.496,0.056,0.412
"7017",0.904,0,0,0,0.096
"7018",1,0,0,0,0
"7019",0.08,0,0.28,0,0.64
"7020",0.024,0.01,0.112,0,0.854
"7021",0.728,0,0,0.072,0.2
"7022",0.018,0,0.006,0.396,0.58
"7023",0.206,0,0.012,0,0.782
"7024",0.026,0,0.316,0,0.658
"7025",0.036,0,0.43,0.018,0.516
"7026",0.296,0,0,0.704,0
"7027",0,0,0,0,1
"7028",0.97,0,0,0,0.03
"7029",0.182,0,0.002,0.816,0
"7030",0.006,0.008,0,0.004,0.982
"7031",0.982,0,0,0.018,0
"7032",0.826,0,0,0,0.174
"7033",0.006,0,0,0,0.994
"7034",1,0,0,0,0
"7035",0.98,0,0,0.014,0.006
"7036",0.044,0,0.206,0.022,0.728
"7037",0.988,0,0,0.012,0
"7038",0.884,0,0,0.116,0
"7039",0.94,0,0,0,0.06
"7040",0.088,0,0.074,0,0.838
"7041",0.02,0,0.008,0.348,0.624
"7042",0.916,0,0,0.084,0
"7043",0.934,0,0,0,0.066
"7044",1,0,0,0,0
"7045",0.982,0,0,0.018,0
"7046",1,0,0,0,0
"7047",0.962,0,0,0.038,0
"7048",0.492,0,0.006,0.018,0.484
"7049",1,0,0,0,0
"7050",0,0,0,0,1
"7051",0.078,0.05,0.458,0.036,0.378
"7052",0,0,0,0,1
"7053",0.888,0,0,0,0.112
"7054",0.256,0,0,0.744,0
"7055",0.206,0,0,0.794,0
"7056",0.104,0,0,0,0.896
"7057",0.012,0.004,0.006,0,0.978
"7058",0.21,0,0,0.786,0.004
"7059",0.02,0,0,0.592,0.388
"7060",0.064,0,0,0.008,0.928
"7061",0,0,0,0,1
"7062",1,0,0,0,0
"7063",0.89,0,0,0.102,0.008
"7064",0,0,0,0,1
"7065",0.866,0,0,0.134,0
"7066",1,0,0,0,0
"7067",0.962,0,0,0,0.038
"7068",0.864,0,0,0.136,0
"7069",0.98,0,0,0.02,0
"7070",1,0,0,0,0
"7071",0.952,0,0,0.048,0
"7072",0.986,0,0,0.014,0
"7073",0,0,0,0,1
"7074",0.97,0,0,0.014,0.016
"7075",0.076,0,0,0.732,0.192
"7076",0.998,0,0,0,0.002
"7077",0.964,0,0,0,0.036
"7078",0.898,0,0,0.086,0.016
"7079",0,0,0,0,1
"7080",0.888,0,0,0,0.112
"7081",0.664,0,0,0.03,0.306
"7082",0.858,0,0,0.004,0.138
"7083",0.838,0,0,0.004,0.158
"7084",0.232,0,0,0.768,0
"7085",1,0,0,0,0
"7086",1,0,0,0,0
"7087",0.64,0,0,0,0.36
"7088",0.982,0,0,0.018,0
"7089",0.97,0,0,0,0.03
"7090",0.998,0,0,0,0.002
"7091",0.784,0,0,0.044,0.172
"7092",1,0,0,0,0
"7093",0.072,0.002,0.008,0.202,0.716
"7094",0.26,0,0,0.74,0
"7095",0.022,0,0,0,0.978
"7096",0,0,0,0,1
"7097",0.962,0,0,0.002,0.036
"7098",1,0,0,0,0
"7099",0.028,0,0,0,0.972
"7100",0.022,0,0.006,0.68,0.292
"7101",0.242,0,0,0.722,0.036
"7102",0,0,0,0,1
"7103",0.694,0,0,0.042,0.264
"7104",0,0,0,0,1
"7105",0.022,0,0,0,0.978
"7106",1,0,0,0,0
"7107",0.968,0,0,0.032,0
"7108",0.018,0,0,0.396,0.586
"7109",0,0,0.004,0,0.996
"7110",0.204,0,0,0.796,0
"7111",0.198,0,0,0.802,0
"7112",0,0,0,0,1
"7113",0.986,0,0,0.014,0
"7114",0.076,0,0,0.8,0.124
"7115",0.64,0,0,0,0.36
"7116",0.224,0,0,0.768,0.008
"7117",0.622,0,0,0.004,0.374
"7118",0.04,0,0.004,0,0.956
"7119",0.292,0,0,0.708,0
"7120",0.648,0,0,0.028,0.324
"7121",0.346,0,0,0.654,0
"7122",0.916,0,0,0.078,0.006
"7123",0.882,0,0,0.114,0.004
"7124",0.008,0,0.002,0,0.99
"7125",0.932,0,0,0,0.068
"7126",1,0,0,0,0
"7127",0.274,0,0,0.724,0.002
"7128",0,0,0,0,1
"7129",0.866,0,0,0.134,0
"7130",0.002,0,0.006,0,0.992
"7131",0,0,0,0,1
"7132",0.908,0,0,0.092,0
"7133",0.956,0,0,0,0.044
"7134",0.602,0,0.004,0.08,0.314
"7135",0.662,0,0.008,0.056,0.274
"7136",0.94,0,0,0,0.06
"7137",1,0,0,0,0
"7138",0.866,0,0,0.134,0
"7139",0.026,0,0,0,0.974
"7140",0,0,0,0,1
"7141",0,0,0,0,1
"7142",0.956,0,0,0.044,0
"7143",1,0,0,0,0
"7144",0.018,0,0.02,0.872,0.09
"7145",1,0,0,0,0
"7146",1,0,0,0,0
"7147",0.996,0,0,0,0.004
"7148",0.98,0,0,0.02,0
"7149",0.972,0,0,0,0.028
"7150",1,0,0,0,0
"7151",0.02,0,0.022,0.902,0.056
"7152",0.038,0.002,0.012,0.002,0.946
"7153",0.952,0,0,0.048,0
"7154",0.224,0,0,0.746,0.03
"7155",0.04,0.02,0.004,0,0.936
"7156",0.88,0,0,0.062,0.058
"7157",0.006,0,0.002,0,0.992
"7158",0.808,0,0,0.062,0.13
"7159",0.986,0,0,0,0.014
"7160",0.196,0,0,0.796,0.008
"7161",0.068,0,0,0.072,0.86
"7162",1,0,0,0,0
"7163",0.036,0,0.546,0.032,0.386
"7164",0,0,0,0,1
"7165",1,0,0,0,0
"7166",0.348,0,0,0.652,0
"7167",0.024,0,0.014,0.578,0.384
"7168",0.988,0,0,0.012,0
"7169",0,0,0,0,1
"7170",0.022,0,0,0.898,0.08
"7171",0.918,0,0,0.068,0.014
"7172",0.03,0,0.49,0.038,0.442
"7173",0.448,0,0,0.552,0
"7174",0.798,0,0,0.052,0.15
"7175",1,0,0,0,0
"7176",1,0,0,0,0
"7177",0.888,0,0,0,0.112
"7178",0,0,0,0,1
"7179",0.89,0,0,0.102,0.008
"7180",0.004,0.004,0.002,0.206,0.784
"7181",0.206,0,0,0.794,0
"7182",0.31,0.04,0,0,0.65
"7183",0.786,0,0,0.002,0.212
"7184",0.68,0.002,0,0,0.318
"7185",0.116,0,0.008,0.008,0.868
"7186",1,0,0,0,0
"7187",0.59,0,0.008,0.172,0.23
"7188",0.986,0,0,0.014,0
"7189",0.71,0,0,0.062,0.228
"7190",0.244,0,0,0.752,0.004
"7191",0.218,0,0,0.774,0.008
"7192",0.186,0,0,0.806,0.008
"7193",1,0,0,0,0
"7194",1,0,0,0,0
"7195",0.044,0,0.088,0,0.868
"7196",0.292,0,0,0.708,0
"7197",0.934,0,0,0,0.066
"7198",1,0,0,0,0
"7199",0.996,0,0,0.002,0.002
"7200",0.974,0,0,0,0.026
"7201",0.25,0,0,0.748,0.002
"7202",0.25,0,0.058,0.676,0.016
"7203",0.168,0.012,0.002,0.002,0.816
"7204",0.908,0,0,0.092,0
"7205",1,0,0,0,0
"7206",1,0,0,0,0
"7207",0.272,0,0,0.728,0
"7208",1,0,0,0,0
"7209",0.958,0,0,0.042,0
"7210",1,0,0,0,0
"7211",0.026,0,0,0,0.974
"7212",0.02,0,0,0.916,0.064
"7213",0.826,0,0,0,0.174
"7214",0.042,0,0.496,0.018,0.444
"7215",0.032,0.056,0,0,0.912
"7216",0,0,0.74,0,0.26
"7217",1,0,0,0,0
"7218",0,0,0,0,1
"7219",1,0,0,0,0
"7220",0.12,0,0.016,0.476,0.388
"7221",0.292,0,0,0.708,0
"7222",0,0,0,0,1
"7223",0.076,0,0.04,0.19,0.694
"7224",1,0,0,0,0
"7225",0.98,0,0,0.002,0.018
"7226",1,0,0,0,0
"7227",0.068,0,0.048,0.652,0.232
"7228",0,0,0,0,1
"7229",0.02,0,0.006,0.894,0.08
"7230",0.068,0,0.01,0.168,0.754
"7231",0,0,0,0,1
"7232",0.91,0,0,0.09,0
"7233",1,0,0,0,0
"7234",0.912,0,0,0.088,0
"7235",0.366,0,0,0.634,0
"7236",0.97,0,0,0,0.03
"7237",0.852,0,0.04,0.06,0.048
"7238",0,0,0,0,1
"7239",0.234,0,0.126,0.632,0.008
"7240",0.266,0,0,0.734,0
"7241",0.374,0,0,0.626,0
"7242",0.98,0,0,0.02,0
"7243",1,0,0,0,0
"7244",0.27,0,0,0.73,0
"7245",0.282,0,0,0,0.718
"7246",0.662,0.012,0,0.002,0.324
"7247",0,0,0,0,1
"7248",0.088,0,0,0.006,0.906
"7249",0.982,0,0,0.018,0
"7250",0,0,0,0,1
"7251",0.986,0,0,0,0.014
"7252",0.108,0,0.004,0,0.888
"7253",1,0,0,0,0
"7254",0.17,0.024,0,0,0.806
"7255",0.866,0,0,0.134,0
"7256",0.3,0,0,0.7,0
"7257",0.97,0,0,0,0.03
"7258",0,0,0,0,1
"7259",0.98,0,0,0.02,0
"7260",0.188,0,0,0.81,0.002
"7261",0.02,0,0.006,0.894,0.08
"7262",0.968,0,0,0,0.032
"7263",0.972,0,0,0,0.028
"7264",0.914,0,0,0.006,0.08
"7265",0.864,0,0,0.136,0
"7266",0,0,0,0,1
"7267",0.08,0,0,0.014,0.906
"7268",0.108,0,0,0,0.892
"7269",0.054,0,0.184,0.004,0.758
"7270",0.07,0,0.01,0.824,0.096
"7271",0.448,0,0,0.552,0
"7272",1,0,0,0,0
"7273",0.838,0,0,0.02,0.142
"7274",0.49,0,0.008,0.052,0.45
"7275",0.256,0,0.006,0.734,0.004
"7276",0.958,0,0,0.042,0
"7277",0.034,0,0.012,0,0.954
"7278",0,0,0,0,1
"7279",0.874,0,0,0.082,0.044
"7280",1,0,0,0,0
"7281",0.964,0,0,0,0.036
"7282",0.834,0,0,0.142,0.024
"7283",0.882,0,0,0.02,0.098
"7284",0,0,0.012,0,0.988
"7285",0,0.002,0.04,0,0.958
"7286",0.96,0,0,0,0.04
"7287",0,0,0.006,0,0.994
"7288",0.518,0,0,0.482,0
"7289",0.642,0,0,0,0.358
"7290",0,0,0,0,1
"7291",0,0,0.002,0,0.998
"7292",1,0,0,0,0
"7293",1,0,0,0,0
"7294",0.19,0,0.006,0.79,0.014
"7295",0,0,0,0,1
"7296",0.398,0,0,0.602,0
"7297",1,0,0,0,0
"7298",0.216,0,0,0.784,0
"7299",0.956,0,0,0.044,0
"7300",0.192,0,0,0.808,0
"7301",0.952,0,0,0.048,0
"7302",0.86,0,0,0.14,0
"7303",0.91,0,0,0.09,0
"7304",0.946,0,0,0.052,0.002
"7305",0.292,0,0,0.708,0
"7306",0.98,0,0,0.02,0
"7307",1,0,0,0,0
"7308",0.922,0,0,0.022,0.056
"7309",0.484,0,0,0.516,0
"7310",0.982,0,0,0.018,0
"7311",0.082,0,0,0,0.918
"7312",0.782,0,0.038,0.152,0.028
"7313",0.216,0,0,0.784,0
"7314",1,0,0,0,0
"7315",1,0,0,0,0
"7316",0.018,0,0.022,0.7,0.26
"7317",0.988,0,0,0.012,0
"7318",0.236,0,0,0.764,0
"7319",0.914,0,0,0,0.086
"7320",0.984,0,0,0.016,0
"7321",0.888,0,0,0.09,0.022
"7322",0.91,0,0,0.09,0
"7323",0.904,0,0,0,0.096
"7324",0.982,0,0,0.018,0
"7325",0.236,0,0,0.764,0
"7326",1,0,0,0,0
"7327",0.988,0,0,0.012,0
"7328",0.236,0,0,0.764,0
"7329",0,0,0,0,1
"7330",0.214,0,0,0.786,0
"7331",0.956,0,0,0.044,0
"7332",0.016,0,0.008,0.876,0.1
"7333",0.702,0,0,0.05,0.248
"7334",0.98,0,0,0.02,0
